DATE,PM2.5, PM10, O3, NO2, SO2, CO
25-07-2020,42,24,13,1,5,3
26-07-2020,57,27,14,3,5,4
27-07-2020,54,27,13,3,5,5
28-07-2020,55,28,6,5,5,4
29-07-2020,59,19,10,3,5,3
30-07-2020,46,20,12,2,5,3
31-07-2020,50,19,9,3,4,3
01-08-2020,45,16,11,2,4,2
02-08-2020,43,20,7,2,4,2
03-08-2020,45,22,7,3,5,2
04-08-2020,45,23,7,3,5,2
05-08-2020,47,29,7,3,5,3
06-08-2020,53,25,8,3,5,4
07-08-2020,46,25,9,3,4,2
08-08-2020,54,23,9,2,4,2
09-08-2020,53,26,11,3,4,3
10-08-2020,55,32,11,3,4,3
11-08-2020,59,40,11,3,5,3
12-08-2020,62,46,11,3,5,3
13-08-2020,68,42,9,4,4,2
14-08-2020,67,41,9,3,5,2
15-08-2020,67,44,7,3,4,3
16-08-2020,70,31,8,4,5,4
17-08-2020,61,32,9,3,5,2
18-08-2020,58,32,9,3,5,3
19-08-2020,57,37,8,4,5,2
20-08-2020,61,36,12,3,4,2
21-08-2020,63,29,13,3,5,3
22-08-2020,61,25,9,3,4,2
23-08-2020,51,38,12,4,5,3
24-08-2020,66,42,15,4,5, 
25-08-2020,69,41,13,5,4, 
26-08-2020,70,42,12,4,5, 
27-08-2020,69,43,14,4,5,7
28-08-2020,71,41,17,4,5,3
29-08-2020,73,34,16,3,5,3
30-08-2020,65,36,16,6,5,6
31-08-2020,66,31,10,5,4,5
01-09-2020,63,35,11,7,5,3
02-09-2020,76,30,15,6,4,7
03-09-2020,70,42,15,5,5,4
04-09-2020,78,59,25,6,4,5
05-09-2020,123,53,19,4,5,3
06-09-2020,111,28,12,3,5,2
07-09-2020,52,21,14,4,5,3
08-09-2020,44,22,14,4,5,3
09-09-2020,52,16,11,2,5,4
10-09-2020,38,19,8,3,4,2
11-09-2020,51,18,7,3,4,2
12-09-2020,45,19,7,3,5,2
13-09-2020,45,30,9,4,5,4
14-09-2020,54,30,10,4,4,3
15-09-2020,54,26,10,4,5,3
16-09-2020,53,29,13,3,5,3
17-09-2020,59,20,10,3,5,2
18-09-2020,48,24,8,3,5,2
19-09-2020,56,14,6,3,5,2
20-09-2020,40,21,6,3,4,2
21-09-2020,48,28,11,3,5,3
22-09-2020,52,45,12,5,5,3
23-09-2020,64,38,13,5,5,3
24-09-2020,65,36,17,4,4,3
25-09-2020,63,35,8,5,4,3
26-09-2020,62,35,11,4,4,4
27-09-2020,63,42,13,6,5,3
28-09-2020,71,37,13,7,5,5
29-09-2020,73,32,11,5,5,5
30-09-2020,60,41,14,6,5,5
01-04-2020,79,53,36,2,5,12
02-04-2020,99,56,32,1,5,13
03-04-2020,107,54,34,1,5,12
04-04-2020,105,53,31,1,5,13
05-04-2020,108,39,35,2,4,10
06-04-2020,72,21,30,2,4,9
07-04-2020,48,29,42,3,5,11
08-04-2020,64,36,42,3,5,10
09-04-2020,72,24,33,2,4,8
10-04-2020,54,44,30,2,5,11
11-04-2020,95,43,34,2,5,10
12-04-2020,80, , , , , 
28-04-2020,70,16,13,4,5,11
29-04-2020,35, , , , , 
02-05-2020,70,46,20,20,5,10
03-05-2020,81,59,24,21,4,9
04-05-2020,90,65,26,21,4,9
05-05-2020,95,49,21,20,5,10
06-05-2020,75,54,20,21,5,9
07-05-2020,87,38,18,16,6,18
08-05-2020,62,48,16,11,5,11
09-05-2020,75,47,17,10,6,14
10-05-2020,69,48,16,10,5,13
11-05-2020,66,37,15,10,5,12
12-05-2020,47,33,14,10,5,12
13-05-2020,49,48,19,10,5,11
14-05-2020,83,39,15,11,5,11
15-05-2020,49,47,17,11,5,12
16-05-2020,69,42,18,9,5,11
17-05-2020,64,34,17,9,4,9
18-05-2020,53,61,13,9,4,8
19-05-2020,65,47,13,9,4,4
20-05-2020,54,48,15,10,5,6
21-05-2020,49,39,16,9,5,5
22-05-2020,55,44,18,10,4,5
23-05-2020,62,41,13,11,4,4
24-05-2020,63,43,15,12,4,4
25-05-2020,67,33,15,13,4,9
26-05-2020,60,32,11,12,5,6
27-05-2020,53,38,13,4,4,5
28-05-2020,49,32,13,5,4,5
29-05-2020,42,31,15,6,4,5
30-05-2020,49,43,12,4,5,7
31-05-2020,67,15,9,3,4,3
01-06-2020,13,11,7,3,4,4
02-06-2020,10,10,7,3,5,1
03-06-2020,17,13,7,3,5,3
04-06-2020,8,20,9,3,5,5
05-06-2020,37,34,9,3,5,3
06-06-2020,59,37,7,3,4,4
07-06-2020,64,42,9,3,5,3
08-06-2020,64,46,8,3,4,3
09-06-2020,69,37,7,3,5,4
10-06-2020,62,26,7,3,5,2
11-06-2020,50,28,6,3,5,3
12-06-2020,56,27,7,3,5,4
13-06-2020,51,26,4,2,5,3
14-06-2020,51,28,10,3,5,2
15-06-2020,51,35,11,3,5,2
16-06-2020,59,41,9,3,5,2
17-06-2020,62,38,8,3,5,2
18-06-2020,57,43,10,3,5,2
19-06-2020,62,39,11,3,5,1
20-06-2020,60,33,10,2,5,3
21-06-2020,60,32,10,4,5,3
22-06-2020,53,44,14,3,5,1
23-06-2020,66,40,13,4,5,3
24-06-2020,66,31,18,6,5,2
25-06-2020,59,24,16,3,5,2
26-06-2020,53,23,14,4,5,2
27-06-2020,51,23,16,3,5,3
28-06-2020,49,30,14,3,5,3
29-06-2020,56,22,11,3,5,3
30-06-2020,42,30,10,3,5,2
01-01-2020,81,47,26,7,5,10
02-01-2020,60,57,30,7,5,9
03-01-2020,85,79,34,8,5,12
04-01-2020,130,74,41,6,5,11
05-01-2020,139,47,20,7,5,10
06-01-2020,66,46,22,8,5,10
07-01-2020,54,62,47,8,5,10
08-01-2020,88,67,42,9,5,10
09-01-2020,105,65,34,10,5,9
10-01-2020,100,55,31,7,5,9
11-01-2020,82,63,32,7,4,10
12-01-2020,107,77,46,10,4,8
13-01-2020,141,82,47,11,5,9
14-01-2020,146,62,35,6,5,9
15-01-2020,117,68,63,10,5,10
16-01-2020,112,67,43,10,5,10
17-01-2020,97,48,21,7,5,9
18-01-2020,69,36,26,5,5,10
19-01-2020,58,58,37,8,5,11
20-01-2020,90,57,36,8,5,9
21-01-2020,85,52,26,8,4,10
22-01-2020,82,60,25,7,5,10
23-01-2020,92,70,30,11,5,10
24-01-2020,109,67,36,14,5,11
25-01-2020,93,68,42,12,5,12
26-01-2020,110,74,43,11,5,11
27-01-2020,118,69,43,8,5,11
28-01-2020,125,72,49,10,4,8
29-01-2020,115,77,48,13,4,9
30-01-2020,115,76,48,9,4,10
31-01-2020,122,76,39,8,6,14
01-02-2020,139,60,35,5,5,10
02-02-2020,98,58,34,9,5,10
03-02-2020,86,58,32,9,5,12
04-02-2020,76,59,38,7,4,8
05-02-2020,80,68,50,8,4,9
06-02-2020,108,73,44,8,5,12
07-02-2020,130,66,37,8,5,11
08-02-2020,113,62,40,6,6,15
09-02-2020,109,57,33,6,5,10
10-02-2020,86,54,31,8,5,11
11-02-2020,88,56,32,7,5,10
12-02-2020,85,60,40,9,5,11
13-02-2020,92,76,68,14,5,10
14-02-2020,125,81,65,15,5,11
15-02-2020,131,63,50,9,5,11
16-02-2020,96,64,43,11,5,12
17-02-2020,100,67,43,11,5,13
18-02-2020,108,68,47,11,5,10
19-02-2020,113,71,37,11,5,11
20-02-2020,124,52,36,7,5,10
21-02-2020,74,57,33,7,5,10
22-02-2020,95,57,37,5,5,12
23-02-2020,104,58,39,7,5,11
24-02-2020,92,67,57,9,5,11
25-02-2020,110,62,38,9,4,9
26-02-2020,92,65,45,10,5,10
27-02-2020,100,62,39,8,4,9
28-02-2020,98,59,37,7,4,9
29-02-2020,197, ,35,6,5,11
02-03-2020,157,216,29,28,5,11
03-03-2020,303,93,44,9,4,9
04-03-2020,158,71,38,7,5,11
05-03-2020,127,67,35,6,5,10
06-03-2020,124,66,31,10,5,10
07-03-2020,121,61,39,6,5,10
08-03-2020,106,61,46,6,4,8
09-03-2020,109,63,41,6,5,12
10-03-2020,115,61,40,7,5,13
11-03-2020,101,57,46,7,5,11
12-03-2020,80,58,38,8,5,11
13-03-2020,92,56,41,7,4,9
14-03-2020,77,58,43,5,5,10
15-03-2020,90,50,34,7,4,8
16-03-2020,67,49,25,6,5,9
17-03-2020,58,54,34,8,5,11
18-03-2020,74,63,48,7,5,11
19-03-2020,104,60,39,6,4,9
20-03-2020,111,59,52,10,5,10
21-03-2020,100,47,40,5,5,12
22-03-2020,82,61,36,6,5,10
23-03-2020,119,63,34,4,5,10
24-03-2020,115,44,27,2,5,11
25-03-2020,72,45,26,1,5,10
26-03-2020,77,51,24,3,5,12
27-03-2020,91,42,27,2,5,10
28-03-2020,68,43,28,3,5,10
29-03-2020,77,45,27,2,5,11
30-03-2020,84,44,31,2,5,11
31-03-2020,79,44,28,2,5,11
02-04-2024, ,58,1,4,1,1
06-04-2024, ,52,2,4,1,1
12-04-2024, ,46,1,4,1,1
26-04-2024, ,64, ,5,1,4
12-05-2024, ,35,11,6,1,4
31-12-2023, ,58,1,13,1,3
07-01-2024, ,20,1,11,1,2
15-03-2024, ,69,1, ,1,2
28-07-2023, ,29,4,7,1,2
24-09-2023, ,25, ,16,1,3
02-04-2023, ,65,25,9,1,5
21-05-2023, ,38,3,8,2,2
18-06-2023, ,55,2,8,1,4
02-02-2023, ,63,9,13,2,4
23-10-2022, ,62,17,8,2,1
18-08-2022, ,40,4,8,1,8
11-09-2022, ,36,5,7,2, 
30-04-2022, ,40,18,1,3,3
12-05-2022, ,29,7, , ,2
15-05-2022, ,33,8,7,3,2
09-07-2021, ,13,5,5,2,1
05-05-2021, ,10,15,7,4,2
03-01-2021, ,41,17,8,3,2
04-02-2021, ,70,30,15,3,4
11-10-2020, ,35,19,5,5,5
06-12-2020, ,17,9,7,6,3
19-07-2020, ,24,13,2,5,3
27-04-2020, ,40,20,2,6,16
01-05-2020, ,41,19,20,5,10
