DATE,PM2.5
16-09-2020,50
17-09-2020,46
18-09-2020,64
19-09-2020,71
20-09-2020,58
21-09-2020,72
22-09-2020,78
23-09-2020,30
24-09-2020,57
25-09-2020,52
26-09-2020,45
27-09-2020,62
28-09-2020,71
29-09-2020,77
30-09-2020,68
01-04-2020,93
02-04-2020,105
03-04-2020,99
04-04-2020,111
07-04-2020,104
08-04-2020,113
09-04-2020,106
10-04-2020,95
11-04-2020,103
12-04-2020,101
13-04-2020,100
14-04-2020,100
15-04-2020,96
16-04-2020,84
17-04-2020,78
18-04-2020,75
19-04-2020,80
20-04-2020,96
21-04-2020,73
22-04-2020,73
23-04-2020,75
24-04-2020,74
25-04-2020,64
26-04-2020,79
27-04-2020,68
28-04-2020,71
29-04-2020,76
30-04-2020,73
01-05-2020,62
02-05-2020,58
03-05-2020,55
04-05-2020,53
05-05-2020,53
06-05-2020,55
07-05-2020,60
08-05-2020,65
09-05-2020,61
10-05-2020,61
11-05-2020,69
12-05-2020,63
13-05-2020,60
14-05-2020,60
15-05-2020,67
16-05-2020,103
17-05-2020,107
18-05-2020,81
19-05-2020,65
20-05-2020,56
21-05-2020,50
22-05-2020,52
23-05-2020,60
25-05-2020,58
26-05-2020,56
27-05-2020,53
28-05-2020,53
29-05-2020,35
30-05-2020,43
31-05-2020,49
01-06-2020,71
02-06-2020,88
03-06-2020,43
04-06-2020,60
05-06-2020,63
06-06-2020,51
07-06-2020,59
08-06-2020,47
09-06-2020,48
10-06-2020,56
11-06-2020,46
12-06-2020,52
13-06-2020,53
14-06-2020,50
15-06-2020,42
16-06-2020,47
17-06-2020,36
18-06-2020,59
19-06-2020,74
20-06-2020,65
21-06-2020,62
22-06-2020,67
23-06-2020,62
24-06-2020,53
25-06-2020,61
26-06-2020,64
27-06-2020,75
28-06-2020,67
29-06-2020,40
30-06-2020,27
01-01-2020,173
02-01-2020,173
03-01-2020,170
04-01-2020,169
05-01-2020,163
06-01-2020,150
07-01-2020,162
08-01-2020,138
09-01-2020,146
10-01-2020,153
11-01-2020,157
12-01-2020,163
13-01-2020,124
14-01-2020,98
15-01-2020,90
16-01-2020,97
17-01-2020,78
18-01-2020,8
19-01-2020,8
20-01-2020,157
21-01-2020,189
22-01-2020,172
23-01-2020,176
24-01-2020,165
25-01-2020,179
26-01-2020,189
27-01-2020,128
28-01-2020,94
29-01-2020,91
30-01-2020,151
31-01-2020,170
01-02-2020,171
02-02-2020,175
03-02-2020,177
04-02-2020,167
05-02-2020,161
06-02-2020,138
07-02-2020,145
08-02-2020,167
09-02-2020,165
10-02-2020,158
11-02-2020,159
12-02-2020,162
13-02-2020,163
14-02-2020,159
15-02-2020,150
16-02-2020,167
17-02-2020,188
18-02-2020,179
19-02-2020,187
20-02-2020,154
21-02-2020,133
22-02-2020,165
23-02-2020,173
24-02-2020,180
25-02-2020,138
26-02-2020,141
27-02-2020,153
28-02-2020,172
29-02-2020,165
01-03-2020,139
02-03-2020,152
03-03-2020,132
04-03-2020,121
05-03-2020,122
06-03-2020,93
07-03-2020,104
08-03-2020,110
09-03-2020,142
10-03-2020,120
11-03-2020,72
12-03-2020,85
13-03-2020,100
14-03-2020,123
15-03-2020,156
16-03-2020,166
17-03-2020,177
18-03-2020,148
19-03-2020,113
20-03-2020,83
21-03-2020,85
22-03-2020,86
23-03-2020,99
24-03-2020,128
25-03-2020,115
26-03-2020,108
27-03-2020,103
28-03-2020,114
29-03-2020,86
