DATE,PM2.5, PM10, O3, NO2, SO2, CO
28-06-2020,167,77,3,4,5,3
29-06-2020,136,61,13,11,8,5
30-06-2020,130,59,19,11,7,5
01-01-2020,426,226,4,43,3,25
02-01-2020,260,178,3,26,1,15
03-01-2020,236,179,5, ,2,11
04-01-2020,264,143,1, ,1,9
05-01-2020,223,134,2,29,3,13
06-01-2020,200,132,1,28,2,16
07-01-2020,200,98,1,19,1,14
08-01-2020,183,85,4,16,1,9
09-01-2020,167,113,6,21,1,14
10-01-2020,186,132,9,23,1,13
11-01-2020,198,148,44,17,1,13
12-01-2020,226,161,1,30,2,14
13-01-2020,238,101,3,26,1,11
14-01-2020,182,106,5,23,1,9
15-01-2020,172,123,1,23,2,12
16-01-2020,195,89,2,17,1,12
17-01-2020,164,116,3,21,1,12
18-01-2020,182,110,6,16,1,9
19-01-2020,181,121,12,23,2,10
20-01-2020,187,157,9,34,1,15
21-01-2020,219,221,2,26, ,15
22-01-2020,259,80,11,12,1,10
23-01-2020,132,90,77,19, ,10
24-01-2020,150,123,13,22,1,11
25-01-2020,186,181,13,16, ,15
26-01-2020,247,167,2,38,3,9
27-01-2020,238,92,3,24,3,10
28-01-2020,170,77,6,17,3,6
29-01-2020,147,89,7,21,3,8
30-01-2020,153,84,6,20,3,10
31-01-2020,158,102,10,18,2,7
01-02-2020,170,106,11,18,3,8
02-02-2020,175,121,14,21,3,9
03-02-2020,183,160,12,32,2,16
04-02-2020,218,129,11,27,3,10
05-02-2020,185,105,15,22,3,11
06-02-2020,168,134,13,23,3,8
07-02-2020,185,123,14,21,3,9
08-02-2020,181,126,15,22,3,9
09-02-2020,189,142,17,21,3,10
10-02-2020,199,157,11,23,2,10
11-02-2020,204,160,4,25,4,6
12-02-2020,183,106,3,23,5,7
13-02-2020,152,122,8,22,6,9
14-02-2020,142,106,1,34,5,11
15-02-2020,165,119,5,31,5,10
16-02-2020,176,166,10,35,4,11
17-02-2020,206,135,19,38,6,10
18-02-2020,184,139,10,44,6,8
19-02-2020,186,131,12,37,5,10
20-02-2020,177,65,19,25,5,8
21-02-2020,119,104,2,25,5,16
22-02-2020,152,99,2,22,4,9
23-02-2020,155,89,3,23,5,10
24-02-2020,139,123,3,24,5,12
25-02-2020,165,128,11,26,5,9
26-02-2020,182,109,7,30,4,11
27-02-2020,171,97,8,26,5,8
28-02-2020,161,73,6,25,4,8
29-02-2020,140,61,9,25,5,12
01-03-2020,104,105,10,25,4,11
02-03-2020,171,87,2,30,4,14
03-03-2020,158, ,6,27,4,9
04-03-2020,153,61,6,23,4,9
05-03-2020,92,33,5,18,3,8
06-03-2020,68,51,2,23,4,10
07-03-2020,102,70,3,21,4,9
08-03-2020,133,75,2,19,4,8
09-03-2020,125,87,3,21,6,10
10-03-2020,149,72,2,23,5,9
11-03-2020,132,87,5,21,5,11
12-03-2020,122,103,7,19,5,7
13-03-2020,137,57,5,18,5,8
14-03-2020,109,70,7,19,4,8
15-03-2020,146,84,2,18, ,7
16-03-2020,153,69,13,18, ,10
18-03-2020,133,102,14,14,21,8
19-03-2020,166,103,8,21,7,7
20-03-2020,168,93,10,16,7,7
21-03-2020,156,77,8,12,7,7
22-03-2020,139,70,4,11,5,7
23-03-2020,144, , , , , 
28-03-2020,59,52,3,8,9,7
29-03-2020,87, , , , , 
21-07-2024, ,53,7,9,1,6
31-07-2024, ,41, ,8,1,6
13-05-2024, ,93,6,12,1,5
20-07-2023, ,66,10,21,4,7
17-07-2022, ,68,22,19,5,11
15-08-2022, ,34,12,13,5,5
27-02-2022, ,68,23,19,8,12
29-03-2021, ,338,5,18,3,9
01-04-2020, ,46,6,8,8,7
29-04-2020, ,83,7,5,7,7
24-05-2020, ,70,28,17,2,9
17-03-2020, ,84,15,12, ,10
27-03-2020, ,27,4,7,14,6
