DATE,PM2.5
18-06-2020,57
19-06-2020,65
20-06-2020,36
21-06-2020,43
22-06-2020,50
23-06-2020,59
24-06-2020,64
25-06-2020,53
26-06-2020,29
27-06-2020,22
28-06-2020,40
29-06-2020,57
30-06-2020,50
01-01-2020,259
02-01-2020,236
03-01-2020,128
04-01-2020,174
05-01-2020,215
06-01-2020,225
07-01-2020,252
08-01-2020,261
09-01-2020,201
10-01-2020,193
11-01-2020,205
12-01-2020,191
13-01-2020,220
14-01-2020,286
15-01-2020,333
16-01-2020,249
17-01-2020,237
18-01-2020,196
19-01-2020,191
20-01-2020,183
21-01-2020,216
22-01-2020,244
23-01-2020,249
24-01-2020,210
25-01-2020,178
26-01-2020,251
27-01-2020,246
28-01-2020,261
29-01-2020,150
30-01-2020,181
31-01-2020,202
01-02-2020,180
02-02-2020,189
03-02-2020,177
04-02-2020,208
05-02-2020,215
06-02-2020,192
07-02-2020,196
08-02-2020,253
09-02-2020,201
10-02-2020,202
11-02-2020,236
12-02-2020,218
13-02-2020,221
14-02-2020,212
15-02-2020,170
16-02-2020,197
17-02-2020,200
18-02-2020,185
19-02-2020,173
20-02-2020,159
21-02-2020,187
22-02-2020,208
23-02-2020,189
24-02-2020,208
25-02-2020,188
26-02-2020,128
27-02-2020,143
28-02-2020,176
29-02-2020,173
01-03-2020,191
02-03-2020,191
03-03-2020,158
04-03-2020,144
05-03-2020,115
06-03-2020,116
07-03-2020,114
08-03-2020,117
09-03-2020,148
10-03-2020,164
11-03-2020,156
12-03-2020,155
13-03-2020,157
14-03-2020,117
15-03-2020,91
16-03-2020,158
17-03-2020,161
18-03-2020,176
19-03-2020,168
20-03-2020,115
21-03-2020,105
22-03-2020,60
23-03-2020,95
24-03-2020,110
25-03-2020,135
26-03-2020,111
27-03-2020,130
28-03-2020,127
29-03-2020,113
