DATE,PM2.5,City, PM10, O3, NO2, SO2, CO
25-05-2022,56,Mumbai,,,,,
26-05-2022,58,Mumbai,,,,,
27-05-2022,46,Mumbai,,,,,
28-05-2022,37,Mumbai,,,,,
29-05-2022,43,Mumbai,,,,,
30-05-2022,51,Mumbai,,,,,
31-05-2022,53,Mumbai,,,,,
01-06-2022,54,Mumbai,,,,,
02-06-2022,60,Mumbai,,,,,
03-06-2022,65,Mumbai,,,,,
04-06-2022,51,Mumbai,,,,,
05-06-2022,45,Mumbai,,,,,
06-06-2022,48,Mumbai,,,,,
07-06-2022,45,Mumbai,,,,,
08-06-2022,29,Mumbai,,,,,
09-06-2022,33,Mumbai,,,,,
10-06-2022,53,Mumbai,,,,,
11-06-2022,27,Mumbai,,,,,
12-06-2022,28,Mumbai,,,,,
13-06-2022,36,Mumbai,,,,,
14-06-2022,49,Mumbai,,,,,
15-06-2022,43,Mumbai,,,,,
16-06-2022,56,Mumbai,,,,,
17-06-2022,52,Mumbai,,,,,
18-06-2022,50,Mumbai,,,,,
19-06-2022,33,Mumbai,,,,,
20-06-2022,34,Mumbai,,,,,
21-06-2022,40,Mumbai,,,,,
22-06-2022,48,Mumbai,,,,,
23-06-2022,42,Mumbai,,,,,
24-06-2022,55,Mumbai,,,,,
25-06-2022,40,Mumbai,,,,,
26-06-2022,32,Mumbai,,,,,
27-06-2022,44,Mumbai,,,,,
28-06-2022,57,Mumbai,,,,,
29-06-2022,64,Mumbai,,,,,
30-06-2022,46,Mumbai,,,,,
03-01-2022,159,Mumbai,,,,,
04-01-2022,165,Mumbai,,,,,
05-01-2022,174,Mumbai,,,,,
06-01-2022,152,Mumbai,,,,,
07-01-2022,165,Mumbai,,,,,
08-01-2022,139,Mumbai,,,,,
09-01-2022,81,Mumbai,,,,,
10-01-2022,104,Mumbai,,,,,
11-01-2022,162,Mumbai,,,,,
12-01-2022,154,Mumbai,,,,,
13-01-2022,168,Mumbai,,,,,
14-01-2022,170,Mumbai,,,,,
15-01-2022,161,Mumbai,,,,,
16-01-2022,152,Mumbai,,,,,
17-01-2022,155,Mumbai,,,,,
18-01-2022,160,Mumbai,,,,,
19-01-2022,165,Mumbai,,,,,
20-01-2022,133,Mumbai,,,,,
21-01-2022,114,Mumbai,,,,,
22-01-2022,96,Mumbai,,,,,
23-01-2022,203,Mumbai,,,,,
24-01-2022,165,Mumbai,,,,,
25-01-2022,171,Mumbai,,,,,
26-01-2022,166,Mumbai,,,,,
27-01-2022,160,Mumbai,,,,,
28-01-2022,142,Mumbai,,,,,
29-01-2022,145,Mumbai,,,,,
30-01-2022,159,Mumbai,,,,,
31-01-2022,168,Mumbai,,,,,
01-02-2022,157,Mumbai,,,,,
02-02-2022,169,Mumbai,,,,,
03-02-2022,135,Mumbai,,,,,
04-02-2022,143,Mumbai,,,,,
05-02-2022,164,Mumbai,,,,,
06-02-2022,163,Mumbai,,,,,
07-02-2022,127,Mumbai,,,,,
08-02-2022,90,Mumbai,,,,,
09-02-2022,115,Mumbai,,,,,
10-02-2022,156,Mumbai,,,,,
11-02-2022,133,Mumbai,,,,,
12-02-2022,143,Mumbai,,,,,
13-02-2022,157,Mumbai,,,,,
14-02-2022,132,Mumbai,,,,,
15-02-2022,92,Mumbai,,,,,
16-02-2022,89,Mumbai,,,,,
17-02-2022,104,Mumbai,,,,,
18-02-2022,124,Mumbai,,,,,
19-02-2022,153,Mumbai,,,,,
20-02-2022,139,Mumbai,,,,,
21-02-2022,154,Mumbai,,,,,
22-02-2022,131,Mumbai,,,,,
23-02-2022,135,Mumbai,,,,,
24-02-2022,159,Mumbai,,,,,
25-02-2022,166,Mumbai,,,,,
26-02-2022,149,Mumbai,,,,,
27-02-2022,152,Mumbai,,,,,
28-02-2022,163,Mumbai,,,,,
01-03-2022,160,Mumbai,,,,,
02-03-2022,166,Mumbai,,,,,
03-03-2022,164,Mumbai,,,,,
04-03-2022,133,Mumbai,,,,,
05-03-2022,156,Mumbai,,,,,
06-03-2022,160,Mumbai,,,,,
07-03-2022,160,Mumbai,,,,,
08-03-2022,162,Mumbai,,,,,
09-03-2022,163,Mumbai,,,,,
10-03-2022,163,Mumbai,,,,,
11-03-2022,161,Mumbai,,,,,
12-03-2022,133,Mumbai,,,,,
13-03-2022,134,Mumbai,,,,,
14-03-2022,136,Mumbai,,,,,
15-03-2022,156,Mumbai,,,,,
16-03-2022,142,Mumbai,,,,,
17-03-2022,150,Mumbai,,,,,
18-03-2022,146,Mumbai,,,,,
19-03-2022,100,Mumbai,,,,,
20-03-2022,94,Mumbai,,,,,
21-03-2022,126,Mumbai,,,,,
22-03-2022,137,Mumbai,,,,,
23-03-2022,131,Mumbai,,,,,
24-03-2022,146,Mumbai,,,,,
25-03-2022,96,Mumbai,,,,,
26-03-2022,88,Mumbai,,,,,
27-03-2022,92,Mumbai,,,,,
28-03-2022,102,Mumbai,,,,,
29-03-2022,114,Mumbai,,,,,
30-03-2022,103,Mumbai,,,,,
31-03-2022,106,Mumbai,,,,,
01-10-2021,63,Mumbai,,,,,
02-10-2021,78,Mumbai,,,,,
03-10-2021,88,Mumbai,,,,,
04-10-2021,97,Mumbai,,,,,
05-10-2021,83,Mumbai,,,,,
06-10-2021,85,Mumbai,,,,,
07-10-2021,85,Mumbai,,,,,
08-10-2021,58,Mumbai,,,,,
09-10-2021,50,Mumbai,,,,,
10-10-2021,62,Mumbai,,,,,
11-10-2021,92,Mumbai,,,,,
12-10-2021,105,Mumbai,,,,,
13-10-2021,127,Mumbai,,,,,
14-10-2021,150,Mumbai,,,,,
15-10-2021,137,Mumbai,,,,,
16-10-2021,124,Mumbai,,,,,
17-10-2021,136,Mumbai,,,,,
18-10-2021,74,Mumbai,,,,,
19-10-2021,82,Mumbai,,,,,
20-10-2021,88,Mumbai,,,,,
21-10-2021,126,Mumbai,,,,,
22-10-2021,138,Mumbai,,,,,
23-10-2021,106,Mumbai,,,,,
24-10-2021,67,Mumbai,,,,,
25-10-2021,69,Mumbai,,,,,
26-10-2021,129,Mumbai,,,,,
27-10-2021,131,Mumbai,,,,,
28-10-2021,142,Mumbai,,,,,
29-10-2021,120,Mumbai,,,,,
30-10-2021,122,Mumbai,,,,,
31-10-2021,151,Mumbai,,,,,
01-11-2021,164,Mumbai,,,,,
02-11-2021,163,Mumbai,,,,,
03-11-2021,152,Mumbai,,,,,
04-11-2021,165,Mumbai,,,,,
05-11-2021,157,Mumbai,,,,,
06-11-2021,130,Mumbai,,,,,
07-11-2021,135,Mumbai,,,,,
08-11-2021,157,Mumbai,,,,,
09-11-2021,155,Mumbai,,,,,
10-11-2021,153,Mumbai,,,,,
11-11-2021,159,Mumbai,,,,,
12-11-2021,157,Mumbai,,,,,
13-11-2021,165,Mumbai,,,,,
14-11-2021,164,Mumbai,,,,,
15-11-2021,170,Mumbai,,,,,
16-11-2021,166,Mumbai,,,,,
17-11-2021,124,Mumbai,,,,,
18-11-2021,90,Mumbai,,,,,
19-11-2021,109,Mumbai,,,,,
20-11-2021,124,Mumbai,,,,,
21-11-2021,59,Mumbai,,,,,
22-11-2021,71,Mumbai,,,,,
23-11-2021,84,Mumbai,,,,,
24-11-2021,141,Mumbai,,,,,
25-11-2021,152,Mumbai,,,,,
26-11-2021,154,Mumbai,,,,,
27-11-2021,157,Mumbai,,,,,
28-11-2021,149,Mumbai,,,,,
29-11-2021,152,Mumbai,,,,,
30-11-2021,159,Mumbai,,,,,
01-12-2021,148,Mumbai,,,,,
02-12-2021,121,Mumbai,,,,,
03-12-2021,131,Mumbai,,,,,
04-12-2021,131,Mumbai,,,,,
05-12-2021,126,Mumbai,,,,,
06-12-2021,144,Mumbai,,,,,
07-12-2021,172,Mumbai,,,,,
08-12-2021,172,Mumbai,,,,,
09-12-2021,170,Mumbai,,,,,
10-12-2021,167,Mumbai,,,,,
11-12-2021,160,Mumbai,,,,,
12-12-2021,164,Mumbai,,,,,
13-12-2021,154,Mumbai,,,,,
14-12-2021,154,Mumbai,,,,,
15-12-2021,173,Mumbai,,,,,
16-12-2021,183,Mumbai,,,,,
17-12-2021,181,Mumbai,,,,,
18-12-2021,179,Mumbai,,,,,
19-12-2021,171,Mumbai,,,,,
20-12-2021,172,Mumbai,,,,,
21-12-2021,174,Mumbai,,,,,
22-12-2021,176,Mumbai,,,,,
23-12-2021,175,Mumbai,,,,,
24-12-2021,129,Mumbai,,,,,
25-12-2021,142,Mumbai,,,,,
26-12-2021,169,Mumbai,,,,,
27-12-2021,170,Mumbai,,,,,
28-12-2021,166,Mumbai,,,,,
29-12-2021,140,Mumbai,,,,,
30-12-2021,159,Mumbai,,,,,
31-12-2021,159,Mumbai,,,,,
01-01-2022,154,Mumbai,,,,,
02-01-2022,158,Mumbai,,,,,
01-07-2021,48,Mumbai,,,,,
02-07-2021,47,Mumbai,,,,,
03-07-2021,50,Mumbai,,,,,
04-07-2021,51,Mumbai,,,,,
05-07-2021,58,Mumbai,,,,,
06-07-2021,58,Mumbai,,,,,
07-07-2021,59,Mumbai,,,,,
08-07-2021,60,Mumbai,,,,,
09-07-2021,60,Mumbai,,,,,
10-07-2021,58,Mumbai,,,,,
11-07-2021,36,Mumbai,,,,,
12-07-2021,37,Mumbai,,,,,
13-07-2021,48,Mumbai,,,,,
14-07-2021,40,Mumbai,,,,,
15-07-2021,37,Mumbai,,,,,
16-07-2021,35,Mumbai,,,,,
17-07-2021,30,Mumbai,,,,,
18-07-2021,41,Mumbai,,,,,
19-07-2021,44,Mumbai,,,,,
20-07-2021,49,Mumbai,,,,,
21-07-2021,42,Mumbai,,,,,
22-07-2021,55,Mumbai,,,,,
23-07-2021,55,Mumbai,,,,,
24-07-2021,50,Mumbai,,,,,
25-07-2021,53,Mumbai,,,,,
26-07-2021,58,Mumbai,,,,,
27-07-2021,48,Mumbai,,,,,
28-07-2021,47,Mumbai,,,,,
29-07-2021,50,Mumbai,,,,,
30-07-2021,50,Mumbai,,,,,
31-07-2021,48,Mumbai,,,,,
01-08-2021,44,Mumbai,,,,,
02-08-2021,42,Mumbai,,,,,
03-08-2021,39,Mumbai,,,,,
04-08-2021,46,Mumbai,,,,,
05-08-2021,51,Mumbai,,,,,
06-08-2021,56,Mumbai,,,,,
07-08-2021,58,Mumbai,,,,,
08-08-2021,57,Mumbai,,,,,
09-08-2021,60,Mumbai,,,,,
10-08-2021,53,Mumbai,,,,,
11-08-2021,48,Mumbai,,,,,
12-08-2021,59,Mumbai,,,,,
13-08-2021,49,Mumbai,,,,,
14-08-2021,43,Mumbai,,,,,
15-08-2021,54,Mumbai,,,,,
16-08-2021,69,Mumbai,,,,,
17-08-2021,59,Mumbai,,,,,
18-08-2021,56,Mumbai,,,,,
19-08-2021,51,Mumbai,,,,,
20-08-2021,51,Mumbai,,,,,
21-08-2021,40,Mumbai,,,,,
22-08-2021,58,Mumbai,,,,,
23-08-2021,53,Mumbai,,,,,
24-08-2021,47,Mumbai,,,,,
25-08-2021,43,Mumbai,,,,,
26-08-2021,39,Mumbai,,,,,
27-08-2021,50,Mumbai,,,,,
28-08-2021,60,Mumbai,,,,,
29-08-2021,55,Mumbai,,,,,
30-08-2021,64,Mumbai,,,,,
31-08-2021,55,Mumbai,,,,,
01-09-2021,45,Mumbai,,,,,
02-09-2021,43,Mumbai,,,,,
03-09-2021,46,Mumbai,,,,,
04-09-2021,49,Mumbai,,,,,
05-09-2021,63,Mumbai,,,,,
06-09-2021,49,Mumbai,,,,,
07-09-2021,55,Mumbai,,,,,
08-09-2021,36,Mumbai,,,,,
09-09-2021,36,Mumbai,,,,,
10-09-2021,35,Mumbai,,,,,
11-09-2021,31,Mumbai,,,,,
12-09-2021,35,Mumbai,,,,,
13-09-2021,46,Mumbai,,,,,
14-09-2021,63,Mumbai,,,,,
15-09-2021,61,Mumbai,,,,,
16-09-2021,60,Mumbai,,,,,
17-09-2021,56,Mumbai,,,,,
18-09-2021,50,Mumbai,,,,,
19-09-2021,45,Mumbai,,,,,
20-09-2021,46,Mumbai,,,,,
21-09-2021,36,Mumbai,,,,,
22-09-2021,46,Mumbai,,,,,
23-09-2021,69,Mumbai,,,,,
24-09-2021,63,Mumbai,,,,,
25-09-2021,61,Mumbai,,,,,
26-09-2021,64,Mumbai,,,,,
27-09-2021,62,Mumbai,,,,,
28-09-2021,54,Mumbai,,,,,
29-09-2021,36,Mumbai,,,,,
30-09-2021,60,Mumbai,,,,,
01-04-2021,111,Mumbai,,,,,
02-04-2021,110,Mumbai,,,,,
03-04-2021,90,Mumbai,,,,,
04-04-2021,80,Mumbai,,,,,
05-04-2021,73,Mumbai,,,,,
06-04-2021,99,Mumbai,,,,,
07-04-2021,89,Mumbai,,,,,
08-04-2021,78,Mumbai,,,,,
09-04-2021,87,Mumbai,,,,,
10-04-2021,102,Mumbai,,,,,
11-04-2021,94,Mumbai,,,,,
12-04-2021,98,Mumbai,,,,,
13-04-2021,93,Mumbai,,,,,
14-04-2021,85,Mumbai,,,,,
15-04-2021,88,Mumbai,,,,,
16-04-2021,76,Mumbai,,,,,
17-04-2021,74,Mumbai,,,,,
18-04-2021,90,Mumbai,,,,,
19-04-2021,80,Mumbai,,,,,
20-04-2021,68,Mumbai,,,,,
21-04-2021,69,Mumbai,,,,,
22-04-2021,76,Mumbai,,,,,
23-04-2021,78,Mumbai,,,,,
24-04-2021,78,Mumbai,,,,,
25-04-2021,82,Mumbai,,,,,
26-04-2021,117,Mumbai,,,,,
27-04-2021,95,Mumbai,,,,,
28-04-2021,77,Mumbai,,,,,
29-04-2021,69,Mumbai,,,,,
30-04-2021,75,Mumbai,,,,,
01-05-2021,69,Mumbai,,,,,
02-05-2021,77,Mumbai,,,,,
03-05-2021,105,Mumbai,,,,,
04-05-2021,77,Mumbai,,,,,
05-05-2021,74,Mumbai,,,,,
06-05-2021,71,Mumbai,,,,,
07-05-2021,64,Mumbai,,,,,
08-05-2021,50,Mumbai,,,,,
09-05-2021,38,Mumbai,,,,,
10-05-2021,50,Mumbai,,,,,
11-05-2021,60,Mumbai,,,,,
12-05-2021,58,Mumbai,,,,,
13-05-2021,59,Mumbai,,,,,
14-05-2021,62,Mumbai,,,,,
15-05-2021,102,Mumbai,,,,,
16-05-2021,55,Mumbai,,,,,
17-05-2021,32,Mumbai,,,,,
19-05-2021,53,Mumbai,,,,,
20-05-2021,76,Mumbai,,,,,
21-05-2021,78,Mumbai,,,,,
22-05-2021,67,Mumbai,,,,,
23-05-2021,61,Mumbai,,,,,
24-05-2021,56,Mumbai,,,,,
25-05-2021,58,Mumbai,,,,,
26-05-2021,55,Mumbai,,,,,
27-05-2021,48,Mumbai,,,,,
28-05-2021,47,Mumbai,,,,,
29-05-2021,53,Mumbai,,,,,
30-05-2021,53,Mumbai,,,,,
31-05-2021,66,Mumbai,,,,,
01-06-2021,58,Mumbai,,,,,
02-06-2021,56,Mumbai,,,,,
03-06-2021,55,Mumbai,,,,,
04-06-2021,52,Mumbai,,,,,
05-06-2021,64,Mumbai,,,,,
06-06-2021,47,Mumbai,,,,,
07-06-2021,47,Mumbai,,,,,
08-06-2021,50,Mumbai,,,,,
09-06-2021,39,Mumbai,,,,,
10-06-2021,35,Mumbai,,,,,
11-06-2021,44,Mumbai,,,,,
12-06-2021,29,Mumbai,,,,,
13-06-2021,40,Mumbai,,,,,
14-06-2021,59,Mumbai,,,,,
15-06-2021,51,Mumbai,,,,,
16-06-2021,51,Mumbai,,,,,
17-06-2021,68,Mumbai,,,,,
18-06-2021,73,Mumbai,,,,,
19-06-2021,64,Mumbai,,,,,
20-06-2021,107,Mumbai,,,,,
21-06-2021,94,Mumbai,,,,,
22-06-2021,68,Mumbai,,,,,
23-06-2021,66,Mumbai,,,,,
24-06-2021,59,Mumbai,,,,,
25-06-2021,55,Mumbai,,,,,
26-06-2021,77,Mumbai,,,,,
27-06-2021,54,Mumbai,,,,,
28-06-2021,66,Mumbai,,,,,
29-06-2021,51,Mumbai,,,,,
30-06-2021,53,Mumbai,,,,,
04-01-2021,180,Mumbai,,,,,
05-01-2021,180,Mumbai,,,,,
06-01-2021,194,Mumbai,,,,,
07-01-2021,190,Mumbai,,,,,
08-01-2021,184,Mumbai,,,,,
09-01-2021,180,Mumbai,,,,,
10-01-2021,173,Mumbai,,,,,
11-01-2021,173,Mumbai,,,,,
12-01-2021,170,Mumbai,,,,,
13-01-2021,164,Mumbai,,,,,
14-01-2021,163,Mumbai,,,,,
15-01-2021,151,Mumbai,,,,,
16-01-2021,155,Mumbai,,,,,
17-01-2021,163,Mumbai,,,,,
18-01-2021,126,Mumbai,,,,,
19-01-2021,161,Mumbai,,,,,
20-01-2021,166,Mumbai,,,,,
21-01-2021,170,Mumbai,,,,,
22-01-2021,186,Mumbai,,,,,
23-01-2021,181,Mumbai,,,,,
24-01-2021,160,Mumbai,,,,,
25-01-2021,166,Mumbai,,,,,
26-01-2021,172,Mumbai,,,,,
27-01-2021,175,Mumbai,,,,,
28-01-2021,182,Mumbai,,,,,
29-01-2021,176,Mumbai,,,,,
30-01-2021,169,Mumbai,,,,,
31-01-2021,167,Mumbai,,,,,
01-02-2021,167,Mumbai,,,,,
02-02-2021,154,Mumbai,,,,,
03-02-2021,161,Mumbai,,,,,
04-02-2021,167,Mumbai,,,,,
05-02-2021,152,Mumbai,,,,,
06-02-2021,150,Mumbai,,,,,
07-02-2021,132,Mumbai,,,,,
08-02-2021,145,Mumbai,,,,,
09-02-2021,153,Mumbai,,,,,
10-02-2021,178,Mumbai,,,,,
11-02-2021,187,Mumbai,,,,,
12-02-2021,178,Mumbai,,,,,
13-02-2021,152,Mumbai,,,,,
14-02-2021,145,Mumbai,,,,,
15-02-2021,117,Mumbai,,,,,
16-02-2021,119,Mumbai,,,,,
17-02-2021,134,Mumbai,,,,,
18-02-2021,168,Mumbai,,,,,
19-02-2021,132,Mumbai,,,,,
20-02-2021,130,Mumbai,,,,,
21-02-2021,135,Mumbai,,,,,
22-02-2021,142,Mumbai,,,,,
23-02-2021,165,Mumbai,,,,,
24-02-2021,172,Mumbai,,,,,
25-02-2021,152,Mumbai,,,,,
26-02-2021,129,Mumbai,,,,,
27-02-2021,126,Mumbai,,,,,
28-02-2021,139,Mumbai,,,,,
01-03-2021,159,Mumbai,,,,,
02-03-2021,146,Mumbai,,,,,
03-03-2021,152,Mumbai,,,,,
04-03-2021,160,Mumbai,,,,,
05-03-2021,169,Mumbai,,,,,
06-03-2021,137,Mumbai,,,,,
07-03-2021,122,Mumbai,,,,,
08-03-2021,112,Mumbai,,,,,
09-03-2021,131,Mumbai,,,,,
10-03-2021,131,Mumbai,,,,,
11-03-2021,107,Mumbai,,,,,
12-03-2021,106,Mumbai,,,,,
13-03-2021,154,Mumbai,,,,,
14-03-2021,150,Mumbai,,,,,
15-03-2021,142,Mumbai,,,,,
16-03-2021,134,Mumbai,,,,,
17-03-2021,146,Mumbai,,,,,
18-03-2021,129,Mumbai,,,,,
19-03-2021,135,Mumbai,,,,,
20-03-2021,125,Mumbai,,,,,
21-03-2021,130,Mumbai,,,,,
22-03-2021,134,Mumbai,,,,,
23-03-2021,147,Mumbai,,,,,
24-03-2021,160,Mumbai,,,,,
25-03-2021,140,Mumbai,,,,,
26-03-2021,156,Mumbai,,,,,
27-03-2021,154,Mumbai,,,,,
28-03-2021,143,Mumbai,,,,,
29-03-2021,115,Mumbai,,,,,
30-03-2021,71,Mumbai,,,,,
31-03-2021,75,Mumbai,,,,,
01-10-2020,62,Mumbai,,,,,
02-10-2020,83,Mumbai,,,,,
03-10-2020,97,Mumbai,,,,,
04-10-2020,72,Mumbai,,,,,
05-10-2020,65,Mumbai,,,,,
06-10-2020,87,Mumbai,,,,,
07-10-2020,103,Mumbai,,,,,
08-10-2020,107,Mumbai,,,,,
09-10-2020,136,Mumbai,,,,,
10-10-2020,145,Mumbai,,,,,
11-10-2020,99,Mumbai,,,,,
12-10-2020,117,Mumbai,,,,,
13-10-2020,116,Mumbai,,,,,
14-10-2020,124,Mumbai,,,,,
15-10-2020,65,Mumbai,,,,,
16-10-2020,67,Mumbai,,,,,
17-10-2020,70,Mumbai,,,,,
18-10-2020,65,Mumbai,,,,,
19-10-2020,68,Mumbai,,,,,
20-10-2020,83,Mumbai,,,,,
21-10-2020,95,Mumbai,,,,,
22-10-2020,105,Mumbai,,,,,
23-10-2020,103,Mumbai,,,,,
24-10-2020,116,Mumbai,,,,,
25-10-2020,104,Mumbai,,,,,
26-10-2020,121,Mumbai,,,,,
27-10-2020,128,Mumbai,,,,,
28-10-2020,141,Mumbai,,,,,
29-10-2020,151,Mumbai,,,,,
30-10-2020,145,Mumbai,,,,,
31-10-2020,135,Mumbai,,,,,
01-11-2020,134,Mumbai,,,,,
02-11-2020,157,Mumbai,,,,,
03-11-2020,162,Mumbai,,,,,
04-11-2020,161,Mumbai,,,,,
05-11-2020,156,Mumbai,,,,,
06-11-2020,141,Mumbai,,,,,
07-11-2020,154,Mumbai,,,,,
08-11-2020,160,Mumbai,,,,,
09-11-2020,148,Mumbai,,,,,
10-11-2020,158,Mumbai,,,,,
11-11-2020,160,Mumbai,,,,,
12-11-2020,159,Mumbai,,,,,
13-11-2020,149,Mumbai,,,,,
14-11-2020,131,Mumbai,,,,,
15-11-2020,149,Mumbai,,,,,
16-11-2020,149,Mumbai,,,,,
17-11-2020,149,Mumbai,,,,,
18-11-2020,155,Mumbai,,,,,
19-11-2020,157,Mumbai,,,,,
20-11-2020,150,Mumbai,,,,,
21-11-2020,155,Mumbai,,,,,
22-11-2020,160,Mumbai,,,,,
23-11-2020,128,Mumbai,,,,,
24-11-2020,161,Mumbai,,,,,
25-11-2020,172,Mumbai,,,,,
26-11-2020,170,Mumbai,,,,,
27-11-2020,142,Mumbai,,,,,
28-11-2020,137,Mumbai,,,,,
29-11-2020,107,Mumbai,,,,,
30-11-2020,146,Mumbai,,,,,
01-12-2020,152,Mumbai,,,,,
02-12-2020,161,Mumbai,,,,,
03-12-2020,157,Mumbai,,,,,
04-12-2020,156,Mumbai,,,,,
05-12-2020,161,Mumbai,,,,,
06-12-2020,142,Mumbai,,,,,
07-12-2020,152,Mumbai,,,,,
08-12-2020,149,Mumbai,,,,,
09-12-2020,148,Mumbai,,,,,
10-12-2020,158,Mumbai,,,,,
11-12-2020,160,Mumbai,,,,,
12-12-2020,154,Mumbai,,,,,
13-12-2020,150,Mumbai,,,,,
14-12-2020,124,Mumbai,,,,,
15-12-2020,163,Mumbai,,,,,
16-12-2020,170,Mumbai,,,,,
17-12-2020,171,Mumbai,,,,,
18-12-2020,171,Mumbai,,,,,
19-12-2020,161,Mumbai,,,,,
20-12-2020,158,Mumbai,,,,,
21-12-2020,147,Mumbai,,,,,
22-12-2020,157,Mumbai,,,,,
23-12-2020,163,Mumbai,,,,,
24-12-2020,167,Mumbai,,,,,
25-12-2020,173,Mumbai,,,,,
26-12-2020,171,Mumbai,,,,,
27-12-2020,176,Mumbai,,,,,
28-12-2020,148,Mumbai,,,,,
29-12-2020,163,Mumbai,,,,,
30-12-2020,176,Mumbai,,,,,
31-12-2020,176,Mumbai,,,,,
01-01-2021,187,Mumbai,,,,,
02-01-2021,187,Mumbai,,,,,
03-01-2021,180,Mumbai,,,,,
01-07-2020,42,Mumbai,,,,,
02-07-2020,52,Mumbai,,,,,
03-07-2020,28,Mumbai,,,,,
04-07-2020,38,Mumbai,,,,,
10-08-2020,50,Mumbai,,,,,
14-08-2020,33,Mumbai,,,,,
15-08-2020,47,Mumbai,,,,,
16-08-2020,48,Mumbai,,,,,
17-08-2020,39,Mumbai,,,,,
18-08-2020,35,Mumbai,,,,,
19-08-2020,32,Mumbai,,,,,
20-08-2020,28,Mumbai,,,,,
21-08-2020,24,Mumbai,,,,,
22-08-2020,25,Mumbai,,,,,
23-08-2020,19,Mumbai,,,,,
25-08-2020,37,Mumbai,,,,,
26-08-2020,26,Mumbai,,,,,
30-08-2020,23,Mumbai,,,,,
31-08-2020,29,Mumbai,,,,,
01-09-2020,39,Mumbai,,,,,
02-09-2020,67,Mumbai,,,,,
03-09-2020,56,Mumbai,,,,,
04-09-2020,77,Mumbai,,,,,
05-09-2020,94,Mumbai,,,,,
06-09-2020,120,Mumbai,,,,,
07-09-2020,45,Mumbai,,,,,
08-09-2020,55,Mumbai,,,,,
09-09-2020,65,Mumbai,,,,,
10-09-2020,54,Mumbai,,,,,
11-09-2020,73,Mumbai,,,,,
12-09-2020,43,Mumbai,,,,,
13-09-2020,36,Mumbai,,,,,
14-09-2020,45,Mumbai,,,,,
15-09-2020,46,Mumbai,,,,,
16-09-2020,50,Mumbai,,,,,
17-09-2020,46,Mumbai,,,,,
18-09-2020,64,Mumbai,,,,,
19-09-2020,71,Mumbai,,,,,
20-09-2020,58,Mumbai,,,,,
21-09-2020,72,Mumbai,,,,,
22-09-2020,78,Mumbai,,,,,
23-09-2020,30,Mumbai,,,,,
24-09-2020,57,Mumbai,,,,,
25-09-2020,52,Mumbai,,,,,
26-09-2020,45,Mumbai,,,,,
27-09-2020,62,Mumbai,,,,,
28-09-2020,71,Mumbai,,,,,
29-09-2020,77,Mumbai,,,,,
30-09-2020,68,Mumbai,,,,,
01-04-2020,93,Mumbai,,,,,
02-04-2020,105,Mumbai,,,,,
03-04-2020,99,Mumbai,,,,,
04-04-2020,111,Mumbai,,,,,
07-04-2020,104,Mumbai,,,,,
08-04-2020,113,Mumbai,,,,,
09-04-2020,106,Mumbai,,,,,
10-04-2020,95,Mumbai,,,,,
11-04-2020,103,Mumbai,,,,,
12-04-2020,101,Mumbai,,,,,
13-04-2020,100,Mumbai,,,,,
14-04-2020,100,Mumbai,,,,,
15-04-2020,96,Mumbai,,,,,
16-04-2020,84,Mumbai,,,,,
17-04-2020,78,Mumbai,,,,,
18-04-2020,75,Mumbai,,,,,
19-04-2020,80,Mumbai,,,,,
20-04-2020,96,Mumbai,,,,,
21-04-2020,73,Mumbai,,,,,
22-04-2020,73,Mumbai,,,,,
23-04-2020,75,Mumbai,,,,,
24-04-2020,74,Mumbai,,,,,
25-04-2020,64,Mumbai,,,,,
26-04-2020,79,Mumbai,,,,,
27-04-2020,68,Mumbai,,,,,
28-04-2020,71,Mumbai,,,,,
29-04-2020,76,Mumbai,,,,,
30-04-2020,73,Mumbai,,,,,
01-05-2020,62,Mumbai,,,,,
02-05-2020,58,Mumbai,,,,,
03-05-2020,55,Mumbai,,,,,
04-05-2020,53,Mumbai,,,,,
05-05-2020,53,Mumbai,,,,,
06-05-2020,55,Mumbai,,,,,
07-05-2020,60,Mumbai,,,,,
08-05-2020,65,Mumbai,,,,,
09-05-2020,61,Mumbai,,,,,
10-05-2020,61,Mumbai,,,,,
11-05-2020,69,Mumbai,,,,,
12-05-2020,63,Mumbai,,,,,
13-05-2020,60,Mumbai,,,,,
14-05-2020,60,Mumbai,,,,,
15-05-2020,67,Mumbai,,,,,
16-05-2020,103,Mumbai,,,,,
17-05-2020,107,Mumbai,,,,,
18-05-2020,81,Mumbai,,,,,
19-05-2020,65,Mumbai,,,,,
20-05-2020,56,Mumbai,,,,,
21-05-2020,50,Mumbai,,,,,
22-05-2020,52,Mumbai,,,,,
23-05-2020,60,Mumbai,,,,,
25-05-2020,58,Mumbai,,,,,
26-05-2020,56,Mumbai,,,,,
27-05-2020,53,Mumbai,,,,,
28-05-2020,53,Mumbai,,,,,
29-05-2020,35,Mumbai,,,,,
30-05-2020,43,Mumbai,,,,,
31-05-2020,49,Mumbai,,,,,
01-06-2020,71,Mumbai,,,,,
02-06-2020,88,Mumbai,,,,,
03-06-2020,43,Mumbai,,,,,
04-06-2020,60,Mumbai,,,,,
05-06-2020,63,Mumbai,,,,,
06-06-2020,51,Mumbai,,,,,
07-06-2020,59,Mumbai,,,,,
08-06-2020,47,Mumbai,,,,,
