DATE,PM2.5,City, PM10, O3, NO2, SO2, CO
25-06-2022,154,Delhi,97,47,18,6,6
26-06-2022,138,Delhi,92,49,14,6,7
27-06-2022,135,Delhi,105,48,15,6,6
28-06-2022,154,Delhi,108,40,15,5, 
29-06-2022,143,Delhi,59,17,19,5,9
30-06-2022,92,Delhi,50,28,14,5,10
03-01-2022,276,Delhi,182,3,24,6,9
04-01-2022,243,Delhi,205,3,23,6,10
05-01-2022,288,Delhi,95,3,19,5,5
06-01-2022,174,Delhi,76,3,18,6,7
07-01-2022,148,Delhi,56,2,16,5,7
08-01-2022,120,Delhi,46,3,16,4,5
09-01-2022,118,Delhi,85,6,21,5,12
10-01-2022,175,Delhi,89,4,25,5,11
11-01-2022,186,Delhi,96,5,26,5,13
12-01-2022,176,Delhi,161,3,31,5,15
13-01-2022,294,Delhi,154,2,31,6,13
14-01-2022,999,Delhi,117,3,26,5,12
15-01-2022,215,Delhi,120,4,25,5,14
16-01-2022,203,Delhi,157,3,46,5,17
17-01-2022,232,Delhi,163,7,37,5,12
18-01-2022,251,Delhi,173,4,42,5,17
19-01-2022,236,Delhi,228,3,44,6,16
20-01-2022,289,Delhi,166,21,37,5,14
21-01-2022,273,Delhi,104,5,39,5,15
22-01-2022,184,Delhi,91,6,34,5,23
23-01-2022,177,Delhi,101,5,33,6,17
24-01-2022,173,Delhi,103,5,31,5,13
25-01-2022,172,Delhi,117,6,31,5,18
26-01-2022,188,Delhi,109,6,36,5,11
27-01-2022,186,Delhi,99,10,37,5,16
28-01-2022,169,Delhi,109,6,38,5,13
29-01-2022,175,Delhi,129,8,41,5,13
30-01-2022,194,Delhi,180,3,45,5,16
31-01-2022,246,Delhi,165,4,49,5,14
01-02-2022,235,Delhi,145,6,46,5,13
02-02-2022,210,Delhi,119,3,40,5,13
03-02-2022,199,Delhi,63,4,35,5,13
04-02-2022,119,Delhi,113,4,40,6,17
05-02-2022,177,Delhi,107,7,38,5,15
06-02-2022,182,Delhi,91,6,34,10,15
07-02-2022,145,Delhi,118,8,29,7,13
08-02-2022,180,Delhi,94,6,27,6,12
09-02-2022,165,Delhi,90,10,25,5,12
10-02-2022,159,Delhi,95,11,27,8,12
11-02-2022,156,Delhi,113,12,28,8,13
12-02-2022,154,Delhi,114,11,31, ,14
13-02-2022,175,Delhi,92,10,29, ,13
14-02-2022,152,Delhi,97,11,31, ,14
15-02-2022,154,Delhi,142,11,39, ,16
16-02-2022,190,Delhi,114,18,30,7,14
17-02-2022,174,Delhi,117,11,31,8,13
18-02-2022,165,Delhi,107,5,32,6,12
19-02-2022,157,Delhi,93,6,33,7,11
20-02-2022,161,Delhi,93,4,33,7,12
21-02-2022,139,Delhi,138,5,35,8,13
22-02-2022,163,Delhi,118,4,33,9,13
23-02-2022,176,Delhi,152,5,33,10,14
24-02-2022,210,Delhi,141,4,38,5,12
25-02-2022,181,Delhi,53,4,32,6,12
26-02-2022,80,Delhi, , , , , 
28-02-2022,103,Delhi,90,34,23,9,13
01-03-2022,152,Delhi,109,32,25,7,14
02-03-2022,157,Delhi,93,21,27,13,12
03-03-2022,142,Delhi,97,23,20,11,12
04-03-2022,150,Delhi,77,28,19,9,12
05-03-2022,125,Delhi,94,38,26,11,13
06-03-2022,153,Delhi,122,42,33,10,16
07-03-2022,170,Delhi,125,30,30,7,13
08-03-2022,165,Delhi,92,25,25,10,12
09-03-2022,132,Delhi,94,28,19,9,11
10-03-2022,128,Delhi,97,29,20,6,13
11-03-2022,142,Delhi,100,32,22,7,13
12-03-2022,141,Delhi,107,35,24,7,14
13-03-2022,156,Delhi,133,39,25,6,13
14-03-2022,171,Delhi,125,38,25,8,14
15-03-2022,169,Delhi,113,30,19,7,13
16-03-2022,153,Delhi,130,57,30,7,12
17-03-2022,175,Delhi,123,30,20,10,10
18-03-2022,182,Delhi,110,32,24,7,32
19-03-2022,171,Delhi,112,31,27,7,13
20-03-2022,164,Delhi,146,34,27,7,13
21-03-2022,188,Delhi,113,29,17,8,11
22-03-2022,163,Delhi,122,32,24,8,13
23-03-2022,168,Delhi,132,22,28,8,16
24-03-2022,155,Delhi,123,29,22,8,11
25-03-2022,158,Delhi,124,30,22,10,13
26-03-2022,146,Delhi,129,37,22,10,13
27-03-2022,161,Delhi,128,30,34,9,14
28-03-2022,155,Delhi,148,18,34,11,16
29-03-2022,170,Delhi,151,42,34,10,16
30-03-2022,167,Delhi,185,36,41,12,14
31-03-2022,196,Delhi,110,31,22,10,12
01-10-2021,116,Delhi,71,14,23,10,7
02-10-2021,137,Delhi,60,6,19,8,7
03-10-2021,102,Delhi,51,9,17,17,7
04-10-2021,81,Delhi,68,29,20,13,7
05-10-2021,103,Delhi,71,14,19,8,7
06-10-2021,123,Delhi,83,18,20,8,8
07-10-2021,146,Delhi,100,18,24,9,8
08-10-2021,162,Delhi,93,53,23,7,8
09-10-2021,152,Delhi,92,8,18,12,9
10-10-2021,162,Delhi,80,14,24,8,9
11-10-2021,128,Delhi,99,16,23,7,9
12-10-2021,159,Delhi,114,22,25,8,8
13-10-2021,157,Delhi,102,24,26,7,8
14-10-2021,150,Delhi,104,32,29,7,9
15-10-2021,159,Delhi,147,33,29,7,10
16-10-2021,219,Delhi,112,8,22,7,8
17-10-2021,190,Delhi,31,8,19,6,7
18-10-2021,69,Delhi,69,18,21,6,7
19-10-2021,130,Delhi,106,23,23,8,10
20-10-2021,170,Delhi,121,21,27,9,10
21-10-2021,153,Delhi,83,21,23,8,9
22-10-2021,125,Delhi,80,16,27,8,7
23-10-2021,136,Delhi,84,18,27,7,7
24-10-2021,134,Delhi,65,19,26,7,8
25-10-2021,124,Delhi,82,18,27,7,9
26-10-2021,148,Delhi,121,23,31,7,9
27-10-2021,175,Delhi,124,25,31,7,10
28-10-2021,187,Delhi,132,27,32,8,10
29-10-2021,193,Delhi,122,21,34,7,8
30-10-2021,180,Delhi,145,34,33,8,11
31-10-2021,193,Delhi,124,18,40,8,12
01-11-2021,181,Delhi,124,23,37,7,11
02-11-2021,184,Delhi,131,18,38,7,10
03-11-2021,197,Delhi,304,23,30,8,12
04-11-2021,367,Delhi,323,16,28,10,17
05-11-2021,596,Delhi,254,23,35,7,11
06-11-2021,366,Delhi,227,23,34,8,10
07-11-2021,312,Delhi,215,25,39,8,10
08-11-2021,307,Delhi,234,23,38,8,11
09-11-2021,318,Delhi,196,29,41,8,11
10-11-2021,264,Delhi,294,9,42,8,13
11-11-2021,359,Delhi,451,48,37,10,13
12-11-2021,478,Delhi,219,22,42,9,11
13-11-2021,284,Delhi,145,22,40,7,9
14-11-2021,215,Delhi,175,22,41,7,13
15-11-2021,240,Delhi,204,24,38,17,10
16-11-2021,300,Delhi,159,18,40,9,11
17-11-2021,253,Delhi,161,16,47,10,12
18-11-2021,238,Delhi,172,18,44,12,11
19-11-2021,272,Delhi,182,18,46,10,13
20-11-2021,263,Delhi,144,16,39,8,9
21-11-2021,237,Delhi,138,15,35,8,7
22-11-2021,196,Delhi,129,15,37,9,9
23-11-2021,193,Delhi,200,24,60,11,17
24-11-2021,266,Delhi,208,16,52,10,14
25-11-2021,301,Delhi,218,17,48,10,12
26-11-2021,301,Delhi,207,12,48,12,19
27-11-2021,290,Delhi,210,13,35,7,12
28-11-2021,307,Delhi,188,1,38,10,9
29-11-2021,274,Delhi,150,2,39,2,6
30-11-2021,217,Delhi,213, ,48,3,7
01-12-2021,276,Delhi,216, ,41,3,5
02-12-2021,320,Delhi,159,4,34,3,8
03-12-2021,236,Delhi,138,5,28,3,4
04-12-2021,206,Delhi,126,9,36,5,14
05-12-2021,196,Delhi,131,4,33,10,3
06-12-2021,198,Delhi,103,6,24,2,2
07-12-2021,162,Delhi,105,5,19,9,3
08-12-2021,171,Delhi,133,5,21,5,4
09-12-2021,199,Delhi,128,4,21,7,3
10-12-2021,197,Delhi,102,6,20,5,1
11-12-2021,171,Delhi,105,5,22,6, 
12-12-2021,177,Delhi,138,5,25,6,3
13-12-2021,218,Delhi,169,7,23,6,5
14-12-2021,249,Delhi,132,5,22,5,4
15-12-2021,216,Delhi,169,4,26,5,3
16-12-2021,255,Delhi,131,6,22,5,1
17-12-2021,209,Delhi,122,6,21,5,2
18-12-2021,189,Delhi,127,7,21,7,2
19-12-2021,196,Delhi,143,7,23,5,3
20-12-2021,215,Delhi,216,13,27,10,10
21-12-2021,302,Delhi,216,5,28,6,6
22-12-2021,296,Delhi,299,3,33,7,10
23-12-2021,361,Delhi,191,3,25,6,8
24-12-2021,276,Delhi,292,3,30,6,14
25-12-2021,427,Delhi,297,3,26,6,10
26-12-2021,379,Delhi,93,3,19,5,6
27-12-2021,168,Delhi,110,2,23,5,5
28-12-2021,182,Delhi,107,2,17,5,7
29-12-2021,176,Delhi,117,3,19,5,7
30-12-2021,182,Delhi,151,3,20,5,7
31-12-2021,215,Delhi,185,5,19,5,8
01-01-2022,263,Delhi,231,3,22,6,9
02-01-2022,309,Delhi,191,6,22,5,8
01-07-2021,160,Delhi,105,7,19,6,7
02-07-2021,159,Delhi,79,9,24,7,7
03-07-2021,127,Delhi,88,17,28,5,8
04-07-2021,131,Delhi,81,14,26,5,7
05-07-2021,118,Delhi,91,14,26,5,7
06-07-2021,135,Delhi,88,12,20,5,7
07-07-2021,136,Delhi,93,9,17,5,7
08-07-2021,145,Delhi,70,16,25,5,7
09-07-2021,131,Delhi,57,11,26,7,7
10-07-2021,106,Delhi,64,12,24,5,7
11-07-2021,122,Delhi,55,8,25,7,7
12-07-2021,108,Delhi,42,4,24,6,9
13-07-2021,76,Delhi,42,5,27,7,8
14-07-2021,88,Delhi,57,7,30,6,8
15-07-2021,104,Delhi,59,20,28,6,7
16-07-2021,114,Delhi,67,27,29,7,8
17-07-2021,119,Delhi,58,19,32,6,7
18-07-2021,82,Delhi,33,9,30,6,8
19-07-2021,37,Delhi,70,12,31,4,8
20-07-2021,87,Delhi,63,15,31,6,8
21-07-2021,98,Delhi,54,12,34,6,7
22-07-2021,82,Delhi,59,14,27,7,7
23-07-2021,84,Delhi,64,12,24,6,9
24-07-2021,102,Delhi,55,11,23,8,8
25-07-2021,107,Delhi,60,14,27,8,8
26-07-2021,115,Delhi,47,6,24,6,8
27-07-2021,99,Delhi,25,4,24,6,7
28-07-2021,52,Delhi,37,7,26,7,10
29-07-2021,68,Delhi,39,8,27,3,8
30-07-2021,86,Delhi,34,9,24,5,8
31-07-2021,60,Delhi,43,12,24,5,9
01-08-2021,79,Delhi,51,7,24,5,10
02-08-2021,107,Delhi,52,7,26,4,7
03-08-2021,91,Delhi,44,9,24,5,7
04-08-2021,69,Delhi,60,11,26,5,8
05-08-2021,104,Delhi,69,13,25,7,9
06-08-2021,122,Delhi,60,7,24,6,9
07-08-2021,98,Delhi,63,6,25,5,10
08-08-2021,105,Delhi,70,13,25,6,7
09-08-2021,117,Delhi,91,9,19,8,8
10-08-2021,134,Delhi,80,8,22,5,7
11-08-2021,119,Delhi,82,9,22,5,7
12-08-2021,120,Delhi,78,10,21,4,6
13-08-2021,118,Delhi,85,8,22,5,8
14-08-2021,141,Delhi,79,9,21,6,7
15-08-2021,127,Delhi,85,11,22,5,7
16-08-2021,133,Delhi,93,11,22,5,8
17-08-2021,147,Delhi,86,17,16,5,8
18-08-2021,152,Delhi,95,14,27,5,9
19-08-2021,161,Delhi,55,6,25,5,7
20-08-2021,109,Delhi,30,2,24,6,7
21-08-2021,75,Delhi,50, ,8, , 
22-08-2021,81,Delhi,53,5,16, ,15
23-08-2021,86,Delhi,60,6,15, ,17
24-08-2021,115,Delhi,70,5,17, ,5
25-08-2021,121,Delhi,76,5,18,1,6
26-08-2021,123,Delhi,94,6,19,1,7
27-08-2021,142,Delhi,80,8,23,1,6
28-08-2021,132,Delhi,80,11,21,1,5
29-08-2021,129,Delhi,47,8,18,2,8
30-08-2021,67,Delhi,52,3,20,1,8
31-08-2021,52,Delhi,49,3,17,2,8
01-09-2021,55,Delhi,45,8,15,5,8
02-09-2021,74,Delhi,41,8,17,2,7
03-09-2021,63,Delhi,36,5,17,3,8
04-09-2021,56,Delhi,57,5,15,2,8
05-09-2021,73,Delhi,59,7,17,1,8
06-09-2021,78,Delhi,56,5,19,6,8
07-09-2021,72,Delhi,41,4,18,5,8
08-09-2021,42,Delhi,49,11,19,3,7
09-09-2021,98,Delhi,45,8,16,3,5
10-09-2021,96,Delhi,40,13, ,4,7
11-09-2021,88,Delhi,44,19,18,5,4
12-09-2021,96,Delhi,56,23,19,3,6
13-09-2021,107,Delhi,55,12,19,2,7
14-09-2021,91,Delhi,45,11,19,2,7
15-09-2021,64,Delhi,40,10,19,2,7
16-09-2021,71,Delhi,53,14,20,4,8
17-09-2021,90,Delhi,53,14,21,3,9
18-09-2021,98,Delhi,50,11,19,4,10
19-09-2021,87,Delhi,50,10,19,2,10
20-09-2021,87,Delhi,50,11,20,5,6
21-09-2021,91,Delhi,47,9,21,1,7
22-09-2021,82,Delhi,43,9,19,5,6
23-09-2021,77,Delhi,46,8,21,5,7
24-09-2021,81,Delhi,56,12,21,4,5
25-09-2021,109,Delhi,57,12,20,2,6
26-09-2021,106,Delhi,66,17,20,2,7
27-09-2021,124,Delhi,63,24,22,2,6
28-09-2021,117,Delhi,50,11,21,4,8
29-09-2021,87,Delhi,55,10,20,6,6
30-09-2021,96,Delhi,60,11,23,23,9
01-04-2021,100,Delhi,92,12,29,9,11
02-04-2021,118,Delhi,77,25,34,8,9
03-04-2021,113,Delhi,90, ,38,8,5
04-04-2021,126,Delhi,108,8,44,9,7
05-04-2021,150,Delhi,152,29,46,8,6
06-04-2021,181,Delhi,121,18,35,7,4
07-04-2021,157,Delhi,79,16,34,6,5
08-04-2021,121,Delhi,82,14,34,7,5
09-04-2021,120,Delhi,84,19,36,7,8
10-04-2021,117,Delhi,96,17,36,8,6
11-04-2021,141,Delhi,122,17,38,7,8
12-04-2021,164,Delhi,118,19,30,7,7
13-04-2021,151,Delhi,103,15,32,8,7
14-04-2021,146,Delhi,154,21,29,8,8
15-04-2021,148,Delhi,149,5,31,6,6
16-04-2021,143,Delhi,62,14,28,4,7
17-04-2021,115,Delhi,87,19,30,5,7
18-04-2021,144,Delhi,108,18,32,5,8
19-04-2021,157,Delhi,108,16,33,7,6
20-04-2021,154,Delhi,72,16,30,4,7
21-04-2021,120,Delhi,71,20,31,5,6
22-04-2021,117,Delhi,78,13,30,7,7
23-04-2021,130,Delhi,62,18,29,5,7
24-04-2021,108,Delhi,104,19,31,6,8
25-04-2021,141,Delhi,170,24,32,7,9
26-04-2021,189,Delhi,145,20,35,7,11
27-04-2021,219,Delhi,138,18,32,7,9
28-04-2021,271,Delhi,209,21,31,6,7
29-04-2021,244,Delhi,169,16,33,6,8
30-04-2021,184,Delhi,127,22,32,6,7
01-05-2021,156,Delhi,102,15,31,5,7
02-05-2021,146,Delhi,155,12,29,4,7
03-05-2021,173,Delhi,94,11,29,5,7
04-05-2021,168,Delhi,101,17,30,5,7
05-05-2021,159,Delhi,76,15,28,3,7
06-05-2021,139,Delhi,129,20,29,4,7
07-05-2021,133,Delhi,95,21,31,3,8
08-05-2021,157,Delhi,98,19,34,5,6
09-05-2021,142,Delhi,76,19,34,5,8
10-05-2021,140,Delhi,69,19,32,4,6
11-05-2021,149,Delhi,67,15,32,4,7
12-05-2021,140,Delhi,49,14,33,4,7
13-05-2021,106,Delhi,106,17,33,4,7
14-05-2021,134,Delhi,97,15,33,5,7
15-05-2021,150,Delhi,79,18,34,4,8
16-05-2021,152,Delhi,88,16,41,5,8
17-05-2021,157,Delhi,52,6,33,4,7
18-05-2021,87,Delhi,41,5,28,4,7
19-05-2021,81,Delhi,42,13,24,4,7
20-05-2021,93,Delhi,49,11,27,5,7
21-05-2021,84,Delhi,47,15,28,4,6
22-05-2021,79,Delhi,402,15,28,4,7
23-05-2021,388,Delhi,85,16,29,4,7
24-05-2021,149,Delhi,70,16,31,4,7
25-05-2021,120,Delhi,71,18,32,4,7
26-05-2021,131,Delhi,71,16,33,4,8
27-05-2021,137,Delhi,66,13,32,4,7
28-05-2021,120,Delhi,61,11,29,4,6
29-05-2021,84,Delhi,72,12,29,3,7
30-05-2021,100,Delhi,67,14,30,5,7
31-05-2021,131,Delhi,72,12,30,4,7
01-06-2021,106,Delhi,74,14,30,4,7
02-06-2021,137,Delhi,83,29,31,5,8
03-06-2021,161,Delhi,82,23,30,5,7
04-06-2021,147,Delhi,76,18,30,4,7
05-06-2021,135,Delhi,75,18,28,5,7
06-06-2021,136,Delhi,129,20,29,5,8
07-06-2021,156,Delhi,157,10,27,5,7
08-06-2021,213,Delhi,123,11,26,4,6
09-06-2021,176,Delhi,98,15,29,5,7
10-06-2021,167,Delhi,90,18,30,5,8
11-06-2021,140,Delhi,62,12,27,3,7
12-06-2021,113,Delhi,60,16,27,5,8
13-06-2021,109,Delhi,60,21,27,4,7
14-06-2021,112,Delhi,67,16,25,4,7
15-06-2021,127,Delhi,64,15,28,4,8
16-06-2021,112,Delhi,65,11,27,5,7
17-06-2021,122,Delhi,52,10,25,5,8
18-06-2021,79,Delhi,47,8,23,5,7
19-06-2021,74,Delhi,43,9,24,4,7
20-06-2021,72,Delhi,54,13,24,4,8
21-06-2021,101,Delhi,74,18,25,5,8
22-06-2021,141,Delhi,121,23,27,5,8
23-06-2021,190,Delhi,74,18,26,5,8
24-06-2021,138,Delhi,87,16,24,4,7
25-06-2021,154,Delhi,68,16,23,5,8
26-06-2021,133,Delhi,84,20,22,4,9
27-06-2021,155,Delhi,78,21,21,3,8
28-06-2021,147,Delhi,98,16,20,5,8
29-06-2021,160,Delhi,139,8,19,4,7
30-06-2021,187,Delhi,104,8,14,7,7
04-01-2021,145,Delhi,61,2,24,9,13
05-01-2021,138,Delhi,107,4,23,9,14
06-01-2021,195,Delhi,97,2,20,7,12
07-01-2021,185,Delhi,127,1,24,8,14
08-01-2021,210,Delhi,123,3,27,8,13
09-01-2021,203,Delhi,97,5,22,8,12
10-01-2021,178,Delhi,102,7,24,7,12
11-01-2021,181,Delhi,122,7,23,8,13
12-01-2021,212,Delhi,175,10,26,8,13
13-01-2021,286,Delhi,312,6,35,10,24
14-01-2021,423,Delhi,395,12,33,9,23
15-01-2021,458,Delhi,209,9,32,9,16
16-01-2021,316,Delhi,156,5,27,8,14
17-01-2021,279,Delhi,161,5,27,9,18
18-01-2021,262,Delhi,236,7,25,8,15
19-01-2021,329,Delhi,124,9,24,7,13
20-01-2021,204,Delhi,117,15,25,8,14
21-01-2021,204,Delhi,179,5,27,9,18
22-01-2021,296,Delhi,136,7,24,9,13
23-01-2021,227,Delhi,173,5,20,8,15
24-01-2021,270,Delhi,136,11,20,7,17
25-01-2021,214,Delhi,144,17,20,8,14
26-01-2021,224,Delhi,159,16,24,8,15
27-01-2021,236,Delhi,199,14,28,8,16
28-01-2021,285,Delhi,213,12,22,8,15
29-01-2021,283,Delhi,133,12,25,9,15
30-01-2021,215,Delhi,137,17,25,9,15
31-01-2021,215,Delhi,169,15,31,9,16
01-02-2021,274,Delhi,175,20,35,10,17
02-02-2021,255,Delhi,140,10,31,8,13
03-02-2021,223,Delhi,131,8,28,8,13
04-02-2021,215,Delhi,82,8,27,8,11
05-02-2021,142,Delhi,92,11,25,5,10
06-02-2021,160,Delhi,110,15,25,5,11
07-02-2021,186,Delhi,164,21,25,6,10
08-02-2021,254,Delhi,109,7,35,4,19
09-02-2021,153,Delhi,147,18,33,7,13
10-02-2021,217,Delhi,139,18,32,6,12
11-02-2021,210,Delhi,178,17,32,6,13
12-02-2021,262,Delhi,135,20,34,5,13
13-02-2021,217,Delhi,169,1,34,5,19
14-02-2021,246,Delhi,122,15,38,7,11
15-02-2021,191,Delhi,154,18,40,6,12
16-02-2021,228,Delhi,140,19,36,6,13
17-02-2021,209,Delhi,127,16,36,7,11
18-02-2021,194,Delhi,141,16,33,5,13
19-02-2021,213,Delhi,112,16,31,5,12
20-02-2021,180,Delhi,138,19,32,6,11
21-02-2021,214,Delhi,127,16,32,6,12
22-02-2021,189,Delhi,107,16,35,5,11
23-02-2021,161,Delhi,178,18,44,9,16
24-02-2021,212,Delhi,143,16,39,7,12
25-02-2021,198,Delhi,120,14,34,6,11
26-02-2021,172,Delhi,104,11,32,8,10
27-02-2021,158,Delhi,111,12,35,6,10
28-02-2021,162,Delhi,94,18,29,7,10
01-03-2021,150,Delhi,92,16,28,7,10
02-03-2021,145,Delhi,116,19,31,10,10
03-03-2021,173,Delhi,127,15,57,8,12
04-03-2021,171,Delhi,109,16,35,9,10
05-03-2021,163,Delhi,128,19,40,8,14
06-03-2021,181,Delhi,136,13,51,8,12
07-03-2021,188,Delhi,121,15,37,8,11
08-03-2021,173,Delhi,138,12,38,7,11
09-03-2021,175,Delhi,80,15,34,8,11
10-03-2021,128,Delhi,114,11,46,8,12
11-03-2021,165,Delhi,94,9,39,5,9
12-03-2021,132,Delhi,122,21,39,7,11
13-03-2021,173,Delhi,95,21,31,7,10
14-03-2021,156,Delhi,122,19,31,7,10
15-03-2021,166,Delhi,167,14,29,8,11
16-03-2021,174,Delhi,177,17,32,8,11
17-03-2021,175,Delhi,188,23,40,7,12
18-03-2021,178,Delhi,141,21,37,6,11
19-03-2021,166,Delhi,126,10,34,8,12
20-03-2021,170,Delhi,127,15,44,9,12
21-03-2021,163,Delhi,117,12,37,8,11
22-03-2021,148,Delhi,140,9,34,8,9
23-03-2021,151,Delhi,106,18,31,7,10
24-03-2021,138,Delhi,75,14,25,5,10
25-03-2021,118,Delhi,85,18,29,8,11
26-03-2021,141,Delhi,99,9,41,6,12
27-03-2021,149,Delhi,102, ,40,7,10
28-03-2021,153,Delhi, , , , , 
30-03-2021,173,Delhi,93,13,24,6,9
31-03-2021,70,Delhi,100,11,23,8,9
01-10-2020,145,Delhi,94,6,20,4,6
02-10-2020,189,Delhi,88,3,21,7,5
03-10-2020,170,Delhi,93,3,23,4,5
04-10-2020,154,Delhi,99,12,18,2,6
05-10-2020,124,Delhi,97,10,23,5,9
06-10-2020,145,Delhi,102,19,26,4,6
07-10-2020,158,Delhi,103,26,25,4,7
08-10-2020,157,Delhi,106,32,23,4,7
09-10-2020,159,Delhi,106,28,21,3,9
10-10-2020,163,Delhi,105,26,21,4,8
11-10-2020,167,Delhi,128,45,28,5,9
12-10-2020,184,Delhi,125,2,31,5,10
13-10-2020,186,Delhi,117, ,26,4,15
14-10-2020,186,Delhi,132,19,28,4,17
15-10-2020,200,Delhi,124,15,35,6,10
16-10-2020,184,Delhi,141,23,38,5,10
17-10-2020,190,Delhi,116,18,30,4,8
18-10-2020,164,Delhi,129,22,29,3,5
19-10-2020,178,Delhi,117,19,36,4,9
20-10-2020,167,Delhi,107,15,41,4,10
21-10-2020,156,Delhi,157,14,51,6,11
22-10-2020,213,Delhi,201,22,48,5,7
23-10-2020,264,Delhi,180,23,48,6,11
24-10-2020,243,Delhi,151,21,52,5,11
25-10-2020,223,Delhi,174,17,48,5,9
26-10-2020,227,Delhi,149,16,37,4,11
27-10-2020,214,Delhi,170,15,48,6,14
28-10-2020,222,Delhi,215,14,57,8,20
29-10-2020,276,Delhi,196,5,39,9,18
30-10-2020,265,Delhi,274,7,28,7,17
31-10-2020,314,Delhi,259,11,28,7,17
01-11-2020,314,Delhi,150,12,31,6,19
02-11-2020,211,Delhi,119,11,34,7,13
03-11-2020,179,Delhi,331,11,45,7,10
04-11-2020,348,Delhi,231,15,45,7,19
05-11-2020,380,Delhi,225,18,42,7,22
06-11-2020,289,Delhi,319,17,43,5,19
07-11-2020,358,Delhi,288,15,44,6,20
08-11-2020,351,Delhi,596,25,48,6,22
09-11-2020,542,Delhi,519,12,47,8,24
10-11-2020,484,Delhi,166,10,41,12,26
11-11-2020,238,Delhi,173,17,35,10,24
12-11-2020,244,Delhi,169,27,30,9,19
13-11-2020,242,Delhi,345,11,31,9,20
14-11-2020,423,Delhi,320,11,21,7,16
15-11-2020,381,Delhi,76,9,20,7,13
16-11-2020,165,Delhi,78,14,23,7,12
17-11-2020,161,Delhi,92,21,26,7,13
18-11-2020,175,Delhi,108,18,32,7,14
19-11-2020,187,Delhi,118,17,31,8,14
20-11-2020,202,Delhi,104,15,28,8,14
21-11-2020,175,Delhi,116,14,31,8,12
22-11-2020,194,Delhi,150,10,48,8,22
23-11-2020,226,Delhi,263,13,57,9,23
24-11-2020,321,Delhi,211,5,46,9,17
25-11-2020,319,Delhi,113,10,27,10,13
26-11-2020,171,Delhi,83,12,26,9,12
27-11-2020,155,Delhi,102,14,30,6,15
28-11-2020,175,Delhi,111,17,35,8,11
29-11-2020,183,Delhi,144,18,39,9,26
30-11-2020,222,Delhi,198,20,44,11,19
01-12-2020,280,Delhi,169,20,40,10,16
02-12-2020,257,Delhi,137,20,35,9,14
03-12-2020,214,Delhi,217,14,50,12,23
04-12-2020,290,Delhi,180,13,38,9,16
05-12-2020,285,Delhi,177,17,36,9,16
06-12-2020,277,Delhi,220,17,33,9,19
07-12-2020,319,Delhi,177,19,37,10,19
08-12-2020,267,Delhi,156,17,41,10,18
09-12-2020,229,Delhi,123,11,36,10,17
10-12-2020,186,Delhi,136,5,41,9,16
11-12-2020,205,Delhi,174,6,30,8,16
12-12-2020,282,Delhi,107,11,25,8,11
13-12-2020,191,Delhi,82,13,22,10,12
14-12-2020,162,Delhi,104,2,33,8,11
15-12-2020,186,Delhi,102,3,34,3,8
16-12-2020,182,Delhi,109,6,31,3,7
17-12-2020,194,Delhi,116,10,37,4,10
18-12-2020,192,Delhi,136,12,39,5,10
19-12-2020,220,Delhi,149,12,35,4,8
20-12-2020,238,Delhi,163,10,37,6,16
21-12-2020,242,Delhi,268,12,40,8,21
22-12-2020,344,Delhi,287,14,40,10,22
23-12-2020,348,Delhi,284,11,39,10,21
24-12-2020,337,Delhi,154,12,35,8,16
25-12-2020,239,Delhi,165,13,34,8,18
26-12-2020,248,Delhi,193,9,41,7,14
27-12-2020,272,Delhi,131,10,28,8,14
28-12-2020,168,Delhi,136,11,31,8,13
29-12-2020,182,Delhi,129,7,30,9,14
30-12-2020,202,Delhi,172,8,32,8,18
31-12-2020,258,Delhi,290,5,46,10,24
01-01-2021,413,Delhi,250,2,43,8,16
02-01-2021,324,Delhi,108,1,31,9,14
03-01-2021,186,Delhi,75,3,29,7,13
01-07-2020,134,Delhi,70,24,11,14,5
02-07-2020,143,Delhi,72,23,12,9,7
03-07-2020,141,Delhi,54,16,9,7,3
04-07-2020,107,Delhi,39,18,9,10,4
05-07-2020,76,Delhi,50,11,11,8,3
06-07-2020,122,Delhi,21,5,9,12,3
07-07-2020,52,Delhi,27,8,9,10,4
08-07-2020,75,Delhi,22,23,9,12,4
09-07-2020,92,Delhi,28,20,8,6,2
10-07-2020,74,Delhi,23,18,6,9,3
11-07-2020,57,Delhi,22,17,6,19,2
12-07-2020,54,Delhi,41,13,7,9,3
13-07-2020,63,Delhi,51,13,7,11,2
14-07-2020,109,Delhi,44,14,7,9,4
15-07-2020,100,Delhi,34,8,7,9,3
16-07-2020,85,Delhi,42,7,7,18,5
17-07-2020,111,Delhi,40,10,7,16,4
18-07-2020,95,Delhi,28,4,6,7,9
19-07-2020,74,Delhi,16,12,7, ,3
20-07-2020,50,Delhi,28,7,9, ,4
21-07-2020,64,Delhi,18,4,5,4,4
22-07-2020,50,Delhi,29,13,5,3,5
23-07-2020,66,Delhi,40,10,7,4,4
24-07-2020,92,Delhi,35,10,6,3,2
25-07-2020,75,Delhi,41,16,6,4,4
26-07-2020,79,Delhi,39,14,5,4,4
27-07-2020,58,Delhi,26,14,5,4,3
28-07-2020,36,Delhi,27,11,8,4,2
29-07-2020,42,Delhi,22,12,6,3,3
30-07-2020,36,Delhi,48,17,9,3,4
31-07-2020,93,Delhi,48,15,8,5,3
